COUNTRY,INDICATOR,FREQUENCY,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
"Venezuela, República Bolivariana de","Gross debt, General government, Percent of GDP",Annual,27.7,30.729,48.177,56.029,41.783,34.913,25.658,26.364,20.311,27.574,37.706,52.476,58.445,85.399,84.897,129.762,138.404,133.61,175.313,205.99,336.545,254.242,164.423,138.497,164.324,,
Peru,Unemployment rate,Annual,7.847,9.246,9.413,9.428,9.435,9.583,8.527,8.399,8.379,8.386,7.9,7.665,6.801,5.956,5.571,6.489,6.75,6.886,6.653,6.581,13.036,10.732,7.751,6.784,6.4,6.45,6.5
Uruguay,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,,,,,,,,,,,,,-0.467,1.283,-7.757,-6.117,3.528,0.346,-1.709,-17.841,26.163,4.001,-5.494,4.406,1.815,3.446
Uruguay,"Gross national savings, Percent of GDP",Annual,16.258,15.999,13.589,14.157,15.676,16.322,18.435,18.611,22.296,18.493,18.443,19.993,18.671,19.075,17.935,19.139,18.213,15.935,14.394,15.411,15.592,15.763,14.866,14.133,14.562,14.217,13.856
Peru,"Gross national savings, Percent of GDP",Annual,14.379,14.154,14.651,15.634,16.216,16.948,22.129,23.755,22.413,20.371,22.301,22.008,21.175,20.823,20.395,19.684,20.544,20.408,20.521,20.636,20.361,19.723,17.894,19.545,21.685,20.768,20.528
"Venezuela, República Bolivariana de",Unemployment rate,Annual,14.008,13.358,15.996,18.188,15.067,12.242,9.958,8.492,7.354,7.879,8.508,8.204,7.823,7.47,7.99,12.491,20.863,27.886,35.554,,,,,,,,
Peru,"Current account balance (credit less debit), Percent of GDP",Annual,-3.064,-2.351,-2.031,-1.592,0.094,1.563,3.331,1.488,-4.372,-0.518,-2.386,-1.978,-2.867,-4.806,-4.293,-4.596,-2.213,-0.916,-1.238,-0.701,0.75,-2.215,-4.017,0.324,2.169,1.762,1.173
Paraguay,"All Items, Consumer price index (CPI), Period average, percent change",Annual,8.973,7.314,10.472,14.239,4.31,6.823,9.565,8.144,10.186,2.606,4.636,8.244,3.692,2.662,5.028,3.132,4.082,3.614,3.972,2.757,1.768,4.788,9.766,4.632,3.835,3.888,3.725
Uruguay,"Current account balance (credit less debit), Percent of GDP",Annual,,,,,,,,,,,,,-3.641,-3.208,-2.939,-0.253,0.824,0.011,-0.46,1.291,-0.641,-2.433,-3.789,-3.403,-1.034,-1.371,-1.477
Uruguay,"All Items, Consumer price index (CPI), Period average, percent change",Annual,4.775,4.357,13.968,19.379,9.169,4.699,6.386,8.115,7.878,7.068,6.694,8.092,8.099,8.577,8.878,8.66,9.64,6.222,7.606,7.883,9.754,7.75,9.106,5.866,4.85,4.679,4.513
Paraguay,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-9.103,-25.863,-21.48,-1.795,15.096,6.851,14.917,20.981,21.552,-20.804,28.642,14.768,-10.473,14.781,-5.97,-10.635,0.669,10.047,-1.681,-10.109,-16.103,1.886,-4.668,27.651,-3.432,4.958,3.127
Grenada,"Gross capital formation, Percent of GDP",Annual,,,,,,,,,,,,,,,18.273,17.733,20.057,20.94,24.285,24.919,32.419,30.121,29.937,32.931,32.515,32.26,27.811
Barbados,"Structural balance, General government, Percent",Annual,5.236,4.085,-5.143,-2.962,-2.949,-3.232,-3.903,-5.361,-5.016,-7.27,-8.219,-3.949,-7.376,-9.27,-6.613,-7.857,-4.591,-3.663,-0.321,2.849,-3.308,-3.641,-1.749,-1.583,-0.843,-0.33,0.068
"Venezuela, República Bolivariana de","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,5.827,-3.549,-3.96,-10.384,13.686,3.77,-3.017,-7.552,-0.983,-13.682,-12.877,4.665,1.594,-6.17,-4.658,-0.863,-11.729,-0.044,-10.8,-11.5,-65.246,-27.163,31.492,16.466,11.904,17.363,-10.817
Antigua and Barbuda,"All Items, Consumer price index (CPI), Period average, percent change",Annual,-0.162,1.935,2.408,1.994,2.03,2.099,1.788,1.416,5.334,-0.55,3.37,3.457,3.377,1.059,1.089,0.969,-0.489,2.432,1.211,1.431,1.058,1.627,7.531,5.067,6.202,3.45,2.417
Barbados,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-8.203,0.952,-0.684,1.787,8.819,2.526,-3.262,-3.766,-7.196,-8.199,-3.267,-11.389,-4.167,0.544,1.551,17.4,6.303,-6.743,-7.78,5.263,-9.614,-9.626,6.874,9.81,4.988,7.908,3.594
Guyana,"Structural balance, General government, Percent",Annual,-7.433,-8.121,-7.554,-7.185,-6.507,-10.114,-10.774,-7.059,-7.174,-5.28,-3.363,-5.16,-4.105,-3.118,-3.325,1.353,-0.708,-4.817,-4.485,-4.349,-5.904,-5.645,-1.196,-2.532,-1.359,-1.242,-1.051
Grenada,"All Items, Consumer price index (CPI), Period average, percent change",Annual,2.142,1.671,1.067,2.155,2.313,3.476,4.252,3.859,8.033,-0.309,3.437,3.033,2.411,-0.044,-0.983,-0.515,1.644,0.912,0.806,0.598,-0.742,1.221,2.561,2.715,1.086,1.193,1.054
"Bahamas, The","Gross debt, General government, Percent of GDP",Annual,19.176,18.48,19.435,20.841,21.62,22.954,23.154,23.49,25.344,30.089,33.883,35.262,37.589,44.248,47.748,49.941,51.057,54.649,61.513,60.314,71.925,90.662,84.656,78.291,73.813,74.071,72.883
Barbados,"Current account balance (credit less debit), Percent of GDP",Annual,-3.376,-3.448,-4.809,-3.423,-9.628,-9.529,-9.394,-4.29,-8.528,-5.313,-4.059,-10.381,-7.47,-7.33,-8.067,-5.456,-3.86,-3.418,-3.578,-1.6,-4.99,-10.262,-9.889,-8.779,-4.47,-6.282,-5.736
"Venezuela, República Bolivariana de","Gross national savings, Percent of GDP",Annual,34.25,29.135,29.136,29.313,35.623,40.753,41.745,36.122,37.028,25.957,23.726,28.236,24.497,33.474,22.027,6.635,6.818,12.624,,,,,,,,,
Antigua and Barbuda,"Current account balance (credit less debit), Percent of GDP",Annual,,,,,,,,,,,,,,,-0.038,2.034,-2.388,-7.697,-13.994,-6.505,-15.566,-17.782,-15.626,-13.513,-8.215,-11.021,-10.402
"Aruba, Kingdom of the Netherlands","All Items, Consumer price index (CPI), Period average, percent change",Annual,4.074,2.884,3.316,3.655,2.53,3.397,3.61,5.389,8.96,-2.137,2.078,4.375,0.571,-2.372,0.423,0.473,-0.929,-1.028,3.625,3.938,-1.312,0.744,5.522,3.363,1.712,0.771,2.114
"Aruba, Kingdom of the Netherlands",Unemployment rate,Annual,6.923,6.5,8.1,11.4,9.5,8.8,9.3,5.708,6.9,10.3,10.6,8.9,9.6,7.6,7.5,7.3,7.7,8.9,7.3,5.2,8.6,8.8,4.3,4,4.27,4.373,4.563
Antigua and Barbuda,"Gross national savings, Percent of GDP",Annual,,,,,,,,,,,,,,,5.122,9.21,11.634,18.235,24.256,29.948,22.434,28.412,25.353,25.325,25.237,24.733,25.029
"Bahamas, The",Unemployment rate,Annual,7,6.9,9.102,10.835,10.202,10.17,7.628,7.853,8.703,14.246,15.082,15.889,14.367,15.782,14.636,13.379,12.15,10.1,10.35,10.1,25.883,17.398,10.68,10.174,9.429,9.329,9.129
Antigua and Barbuda,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,,,,,,,,,,,,,,,,7.215,8.81,1.098,9.643,4.94,-33.422,4.532,25.608,3.853,-1.06,10.05,3.597
"Bahamas, The","Gross capital formation, Percent of GDP",Annual,30.185,26.874,24.209,24.273,23.191,27.336,33.516,30.511,29.456,28.054,27.986,30.184,31.342,28.631,30.183,22.968,26.372,26.646,24.309,25.794,21.95,25.963,26.357,24.418,26.465,25.921,26.531
Antigua and Barbuda,"Gross capital formation, Percent of GDP",Annual,,,,,,,,,,,,,,,5.16,7.176,14.022,25.932,38.25,36.453,38.001,46.194,40.979,38.839,33.452,35.754,35.431
"Bahamas, The","Current account balance (credit less debit), Percent of GDP",Annual,-1.515,-3.835,0.084,-0.173,1.606,-3.098,-10.141,-8.987,-8.282,-8.095,-7.884,-10.935,-14.289,-14.474,-19.684,-12.488,-12.395,-13.28,-9.355,-2.117,-21.996,-20.221,-8.87,-7.001,-7.617,-7.581,-7.319
"Aruba, Kingdom of the Netherlands","Current account balance (credit less debit), Percent of GDP",Annual,11.345,16.35,-16.996,-8.182,12.156,4.908,12.702,9.687,0.018,6.935,-18.737,-10.02,3.602,-11.957,-4.797,3.881,4.557,0.959,-0.53,0.193,-17.302,-2.27,6.522,5.577,9.531,10.065,9.16
"Bahamas, The","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,10.291,-12.976,10.156,-3.705,7.372,9.24,0.712,6.016,-3.798,-20.904,2.916,-0.14,8.553,-1.394,-3.175,-4.819,4.299,4.922,23.826,6.452,-66.919,89.745,53.433,8.429,9.876,7.599,5.952
"Aruba, Kingdom of the Netherlands","Gross debt, General government, Percent of GDP",Annual,38.613,44.326,47.079,40.848,42.543,45.093,45.518,44.558,40.31,48.785,54.662,59.347,65.533,70.032,77.709,74.177,75.387,75.825,73.31,72.086,117.028,110.656,97.752,82.463,70.163,67.129,63.927
Antigua and Barbuda,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,,,,,,,,,,,,,,,-0.133,1.931,-6.991,2.67,13.917,-50.111,17.912,56.778,6.907,8.207,-0.996,3.571
"Bahamas, The","All Items, Consumer price index (CPI), Period average, percent change",Annual,1.732,2.362,1.498,3.657,1.16,1.819,1.958,2.407,4.434,1.666,1.621,3.064,1.912,0.445,1.183,1.878,-0.33,1.5,2.268,2.491,0.039,2.905,5.605,3.059,0.413,0.454,1.041
"Aruba, Kingdom of the Netherlands","Gross domestic product (GDP), Constant prices, Percent change",Annual,7.684,4.182,-0.945,1.111,7.294,-0.383,1.127,3.09,1.836,-11.678,-2.733,3.369,-1.041,6.431,1.411,3.611,1.229,3.485,3.215,1.228,-23.986,14.697,5.147,7.712,6.799,2.04,2.166
"Venezuela, República Bolivariana de","All Items, Consumer price index (CPI), Period average, percent change",Annual,16.206,12.531,22.434,31.091,21.747,15.955,13.663,18.699,31.441,26.041,28.187,26.09,21.069,40.639,62.169,121.738,254.949,438.117,65374.082,19906.024,2355.147,1588.513,186.542,337.458,48.983,269.929,682.082
Antigua and Barbuda,"Gross debt, General government, Percent of GDP",Annual,96.424,107.566,114.527,112.979,107.65,82.823,79.121,68.652,66.839,89.151,79.398,81.127,76.929,85.38,91.887,92.125,83.061,88.176,84.333,81.588,100.465,92.951,82.028,76.329,67.58,65.675,63.784
"Venezuela, República Bolivariana de","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,12.399,14.108,-25.217,-20.884,57.667,35.16,34.752,33.006,1.362,-19.557,-2.891,15.393,24.396,-9.687,-18.532,-23.102,-50.061,-34.651,0.3,-22.2,-27.271,-2.214,10.74,20.791,13.381,-1.499,-15.57
"Bahamas, The","Gross domestic product (GDP), Constant prices, Percent change",Annual,4.149,2.626,2.705,-1.265,0.883,3.395,2.517,1.447,-2.324,-4.175,1.539,0.613,4.61,-2.863,1.847,0.997,-1.156,3.371,2.398,-0.839,-20.09,17.587,10.877,3.049,3.379,2.2,2.1
"Aruba, Kingdom of the Netherlands","Gross national savings, Percent of GDP",Annual,29.193,25.602,22.528,21.55,25.352,24.261,22.665,21.897,24.051,17.923,13.255,12.481,13.084,15.247,17.53,21.689,21.621,21.108,20.394,18.096,8.263,15,22.61,28.624,33.356,33.12,32.22
"Bahamas, The","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,13.148,-8.445,-20.063,-7.645,-7.604,42.932,-2.45,14.909,11.966,-6.089,-10.544,-1.835,18.937,-0.41,11.49,-0.573,8.628,1.817,-3.104,-2.6,-21.852,13.974,-0.452,15.211,12.232,10.525,6.897
"Bahamas, The","Gross national savings, Percent of GDP",Annual,28.67,23.038,24.293,24.1,24.798,24.238,23.375,21.524,21.174,19.959,20.102,19.248,17.053,14.156,10.499,10.48,13.976,13.366,14.953,23.677,-0.046,5.742,17.488,17.418,18.848,18.34,19.212
Jamaica,"Gross national savings, Percent of GDP",Annual,17.262,17.851,16.272,18.242,21.299,15.453,17.922,15.919,6.277,13.32,13.793,8.778,11.294,12.491,14.51,18.112,21.063,21.493,22.182,22.77,18.556,19.249,23.371,27.331,23.961,21.984,20.223
Belize,"Gross national savings, Percent of GDP",Annual,18.873,11.614,8.84,7.051,9.479,12.321,19.441,17.456,12.804,15.581,12.332,14.579,13.007,13.176,10.716,14.397,15.493,11.753,9.53,9.852,19.953,17.71,14.149,16.396,16.683,17.044,16.941
St. Vincent and the Grenadines,"Gross debt, General government, Percent of GDP",Annual,54.195,51.904,53.152,55.261,58.516,50.488,44.715,48.424,50.228,57.248,61.098,63.989,67.809,69.947,75.037,75.096,79.445,68.996,69.396,68.155,80.163,88.355,86.301,89.431,92.678,93.988,90.538
Belize,Unemployment rate,Annual,11.4,11.4,10,12.9,11.6,11,9.4,10.3,8.2,12.827,18.515,16.726,15.275,12.926,11.6,10.143,9.541,9.328,9.377,9.041,13.75,10.254,6.099,3.346,2.6,2.6,2.6
Guyana,"Gross domestic product (GDP), Constant prices, Percent change",Annual,-1.345,2.26,1.149,-0.652,1.566,-1.942,5.127,7.02,1.977,3.319,4.371,5.437,5.039,3.653,1.686,0.687,3.807,3.734,4.441,5.353,43.48,20.06,63.334,33.769,43.569,10.316,22.95
Dominica,"Gross domestic product (GDP), Constant prices, Percent change",Annual,2.34,-0.063,-2.829,6.353,3.051,0.656,4.659,6.354,7.121,-1.17,0.673,-0.224,-1.059,-1,4.754,-2.732,2.764,-6.619,3.548,5.502,-16.605,6.892,5.584,4.712,3.539,4.226,3.285
Puerto Rico,"Gross debt, General government, Percent of GDP",Annual,,,,,,,33.447,36.897,40.764,46.508,48.339,49.997,53.732,52.308,54.546,52.736,49.877,51.205,52.447,48.83,50.22,48.874,16.687,16.596,16.87,17.96,18.735
Grenada,"Structural balance, General government, Percent",Annual,-3.076,-5.278,-12.667,-3.622,-0.373,-1.527,-6.147,-8.176,-5.639,-3.759,-2.92,-3.497,-3.524,-5.195,-3.633,-1.291,2.007,1.936,3.502,3.812,-2.113,2.274,1.714,8.116,6.878,-7.185,-1.513
Grenada,"Gross debt, General government, Percent of GDP",Annual,41.626,44.608,79.09,79.562,94.694,87.312,92.923,89.056,83.913,91.094,96.216,102.782,101.501,105.437,99.34,90.1,81.568,70.326,68.536,62.7,89.493,86.6,79.274,74.549,72.7,67.723,65.539
Dominica,"Gross capital formation, Percent of GDP",Annual,32.918,27.244,18.195,22.953,26.33,28.949,28.15,30.265,33.859,33.188,30.557,23.463,18.904,16.286,15.001,16.553,20.767,29.052,32.441,23.471,24.04,35.26,37.25,38.058,36.172,32.031,26.149
Dominica,"Gross national savings, Percent of GDP",Annual,2.025,0.616,-1.553,0.41,1.564,-0.795,6.403,-1.194,-7.249,-3.331,2.462,2.496,-2.124,4.012,8.17,9.471,11.779,18.023,-14.211,-14.661,-12.925,1.743,10.281,3.862,2.816,-0.874,-0.273
Guyana,"Gross debt, General government, Percent of GDP",Annual,97.23,104.646,105.078,95.617,91.77,90.741,74.498,47.719,48.247,52.316,53.079,51.673,44.694,41.44,38.674,42.201,44.049,46.057,47.935,54.032,59.485,45.709,24.832,26.65,24.308,29,29.313
Barbados,"Gross national savings, Percent of GDP",Annual,15.226,12.659,13.29,15.448,9.894,9.63,9.684,12.529,7.68,9.638,9.943,4.603,6.785,7.148,6.404,9.632,10.994,10.686,9.335,11.732,11.442,6.507,6.861,7.211,12.576,10.254,11.046
Barbados,Unemployment rate,Annual,9.35,9.85,10.3,11,9.575,9.075,8.725,7.425,8.125,9.975,10.25,11.15,11.5,11.625,12.275,11.3,9.65,9.95,10.05,10.088,15.724,14.1,8.15,8.217,7.913,7.919,7.817
Barbados,"Gross capital formation, Percent of GDP",Annual,18.602,16.107,18.099,18.871,19.522,19.159,19.078,16.819,16.209,14.951,14.002,14.984,14.255,14.478,14.471,15.089,14.854,14.104,12.913,13.332,16.432,16.769,16.75,15.99,17.046,16.537,16.783
Barbados,"Gross domestic product (GDP), Constant prices, Percent change",Annual,4.453,-2.367,0.791,2.171,1.407,3.965,5.669,2.251,0.703,-4.831,-2.237,-0.657,-0.433,-1.076,0.156,-0.846,1.792,0.128,-1.174,0.653,-15.054,-0.255,17.833,4.094,4,2.7,2.1
Grenada,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,,,,,,,,,,,,,,,,19.574,5.53,13.605,4.584,3.219,-11.294,-8.847,13.524,10.429,14.457,10.042,2.663
Jamaica,"Gross capital formation, Percent of GDP",Annual,23.298,25.684,27.117,26.045,26.273,26.718,28.19,26.346,24.112,20.879,20.042,21.252,19.758,21.072,22.281,21.179,21.13,22.342,23.132,24.032,19.487,18.205,23.988,24.55,20.751,20.03,19.74
Barbados,"Gross debt, General government, Percent of GDP",Annual,56.631,62.339,65.523,65.279,64.508,66.272,67.738,68.63,73.788,88.198,95.278,99.025,108.807,118.402,122.44,131.623,135.269,142.847,114.212,107.646,138.17,121.594,113.683,111.477,104.805,99.778,94.623
Barbados,"All Items, Consumer price index (CPI), Period average, percent change",Annual,2.436,2.801,0.183,1.558,1.43,6.057,7.321,4.031,8.108,3.645,5.824,9.432,4.533,1.818,1.766,-1.113,1.511,4.424,2.985,1.72,0.647,1.536,4.361,3.187,1.431,2.257,2.537
Grenada,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,,,,,,,,,,,,,,,4.598,0.402,5.822,-0.957,0.551,-65.465,-32.486,241.232,35.061,1.451,-2.904,6.242
Dominica,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,,-1.157,-8.209,-11.095,-0.519,3.666,-10.263,10.605,8.028,9.58,-21.439,-28.563,23.682,0.538,47.028,16.396,3.708,-8.141,25.588,8.55,-30.958,4.08,10.795,16.815,10.513,10.444,-5.876
Barbados,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,6.791,-2.499,-2.429,9.729,2.591,19.846,3.635,6.864,-4.877,-13.102,3.869,-7.859,-6.367,2.773,-2.868,8.762,11.227,0.164,-1.714,9.283,-36.643,-4.831,21.604,13.846,9.058,1.117,4.587
Dominica,"Current account balance (credit less debit), Percent of GDP",Annual,-17.938,-15.325,-14.212,-15.489,-16.028,-20.887,-12.774,-20.635,-28.347,-22.712,-15.917,-7.658,-17.333,-9.914,-6.831,-7.082,-8.988,-11.029,-46.653,-38.132,-36.965,-33.516,-26.97,-34.196,-33.356,-32.905,-26.421
Grenada,"Gross national savings, Percent of GDP",Annual,,,,,,,,,,,,,,,9.191,7.116,11.208,9.476,11.527,14.59,16.313,15.741,17.809,14.713,16.265,16.321,13.931
Dominica,"Gross debt, General government, Percent of GDP",Annual,68.858,98.505,97.875,94.918,86.163,82.009,77.362,71.765,64.358,62.507,66.829,69.681,73.107,73.927,72.127,68.873,76.538,84.011,85.631,97.678,112.458,108.501,104.306,99.828,99.878,95.675,92.47
Guyana,"Current account balance (credit less debit), Percent of GDP",Annual,-4.656,-4.695,-3.194,-2.854,-1.153,-5.704,-8.643,-5.907,-9.323,-5.635,-6.504,-9.421,-7.431,-9.941,-6.676,-3.44,1.453,-4.887,-28.974,-68.779,-17.334,-24.802,25.853,9.929,16.442,7.888,11.759
Dominica,"All Items, Consumer price index (CPI), Period average, percent change",Annual,0.848,1.556,0.17,1.453,2.394,1.682,2.593,3.238,6.36,0.006,2.81,1.063,1.357,-0.046,0.807,-0.852,0.142,0.296,0.989,1.505,-0.727,1.571,7.707,4.208,3.081,2.821,2.34
Grenada,"Gross domestic product (GDP), Constant prices, Percent change",Annual,5.063,-2.024,3.438,9.464,-0.647,13.273,-3.993,6.124,0.948,-6.613,-0.511,0.765,-1.155,2.351,7.342,6.445,3.74,4.439,4.361,0.677,-13.757,4.687,7.321,4.527,3.295,3.276,3.441
Grenada,"Current account balance (credit less debit), Percent of GDP",Annual,,,,,,,,,,,,,,,-9.082,-10.617,-8.849,-11.464,-12.758,-10.329,-16.106,-14.38,-12.128,-18.218,-16.25,-15.939,-13.88
Dominica,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,-14.663,1.745,-7.351,4.332,-5.279,7.459,-2.43,-0.429,1.612,13.701,-0.466,-16.126,22.307,45.539,6.944,4.893,-23.166,-29.287,37.08,-50.226,16.687,47.76,8.56,17.625,15.172,3.026
St. Kitts and Nevis,"Gross capital formation, Percent of GDP",Annual,,,,,,,,,,,,,,,22.904,23.998,30,30,30,30,30,30,27,27,27,27,27
St. Kitts and Nevis,"Gross debt, General government, Percent of GDP",Annual,96.477,105.175,119.717,140.684,153.13,130.097,140.348,135.402,123.408,129.068,134.901,127.074,121.359,91.499,69.336,62.189,57.406,56.177,53.905,54.256,67.975,69.104,60.295,55.723,53.824,61.896,67.541
St. Vincent and the Grenadines,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,,,,,,,,,,,,,,,,28.879,10.531,-5.173,-5.864,-0.293,-6.073,-4.795,6.913,19.018,21.629,0.264,3.573
St. Vincent and the Grenadines,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,,,,,,,,,,,,,,,13.022,6.202,-9.392,7.718,1.806,-32.945,-27.352,72.534,19.641,11.335,9.282,6.551
St. Lucia,"Gross debt, General government, Percent of GDP",Annual,32.805,38.012,47.653,44.692,48.774,50.426,47.96,48.202,46.901,50.24,52.229,54.941,60.18,61.236,61.854,60.551,60.214,59.919,60.282,62.113,94.413,81.898,73.909,75.223,76.596,77.046,77.227
St. Lucia,"Current account balance (credit less debit), Percent of GDP",Annual,-17.845,-18.843,-17.633,-20.946,-14.882,-15.515,-29.351,-18.459,-24.43,-8.481,-12.666,-14.304,-10.026,-6.531,-2.429,-0.477,-6.338,-1.908,1.472,3.325,-18.788,-11.284,-3.576,-1.589,-1.016,-1.547,-0.998
St. Kitts and Nevis,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,,,,,,,,,,,,,,,-0.571,-1.784,-2.991,12.741,-4.169,-35.637,-1.158,23.686,9.918,-8.087,5.733,7.1
Jamaica,"Gross domestic product (GDP), Constant prices, Percent change",Annual,0.776,1.281,0.675,3.667,1.324,0.894,2.899,1.444,-0.818,-3.411,-1.435,1.426,-0.501,0.224,0.575,1.428,2.76,2.293,2.516,1.809,-8.304,5.705,6.439,2.746,-0.535,2.1,1.549
Puerto Rico,"Gross capital formation, Percent of GDP",Annual,19.714,17.453,15.988,15.322,15.317,14.596,13.991,13.391,12.146,10.431,9.16,10.07,10.335,9.529,8.941,8.599,8.075,7.793,15.331,15.349,10.881,11.368,14.815,14.387,14.78,15.351,15.676
Guyana,"Gross capital formation, Percent of GDP",Annual,12.122,11.019,9.46,9.371,10.313,15.568,16.163,16.019,14.7,12.845,13.087,15.244,13.549,12.123,12.476,10.347,11.407,13.09,12.895,13.4,9.045,8.439,9.836,14.697,13.66,15.509,13.858
Belize,"Current account balance (credit less debit), Percent of GDP",Annual,-14.196,-16.242,-13.291,-14.086,-11.064,-10.257,-1.596,-3.053,-8.334,-4.907,-2.615,-1.089,-1.727,-3.567,-6.354,-7.968,-7.298,-6.974,-6.597,-7.754,-6.248,-6.5,-8.275,-0.649,-1.615,-1.725,-1.596
Jamaica,"Gross debt, General government, Percent of GDP",Annual,89.486,105.273,115.413,120.084,116.901,121.51,114.157,111.581,123.809,138.339,137.824,135.937,140.255,135.226,134.404,115.926,106.906,95.102,88.256,87.72,101.271,86.275,70.167,66.545,62.43,59.228,57.438
Guyana,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-1.232,-0.064,-0.769,-1.32,-0.611,-1.365,-2.207,1.569,0.676,-2.923,4.484,2.738,-0.562,-8.39,1.011,-1.906,0.834,0.432,-1.17,7.005,161.645,46.38,100.369,39.163,54.358,9.734,7.531
Jamaica,Unemployment rate,Annual,15.5,15,14.2,11.8,12.2,11.225,10.325,9.85,10.575,11.35,12.375,12.4,13.925,15.275,13.75,13.5,13.2,11.65,9.125,7.7,10.2,8.375,6.267,4.4,4.175,,
Guyana,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-6.364,3.514,-1.299,-3.868,-2.101,-4.517,1.092,2.666,-0.491,6.106,1.365,0.48,6.519,-2.097,-2.929,12.309,4.958,0.354,16.875,10.017,26.082,16.195,6.679,23.591,31.868,1.786,-3.748
