COUNTRY,INDICATOR,FREQUENCY,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Algeria,"Gross debt, General government, Percent of GDP",Annual,53.406,50.003,47.312,38.224,32.69,25.366,22.473,12.794,7.637,8.922,9.513,8.478,8.583,6.478,6.853,7.731,18.094,24.015,34.493,40.882,45.967,55.145,48.08,47.655,48.069,54.048,62.22
Botswana,"Gross domestic product (GDP), Constant prices, Percent change",Annual,4.271,2.348,7.434,5.388,1.397,4.972,6.034,5.793,3.252,-14.144,10.122,6.839,-0.171,11.103,5.697,-4.851,7.202,4.113,4.19,3.033,-8.726,11.913,5.486,3.208,-2.99,-0.877,2.288
Djibouti,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-5.386,8.252,5.219,10.407,-4.052,11.268,4.828,-2.051,4.807,6.565,1.368,-5.103,4.59,3.642,10.084,-2.853,-23.563,52.549,9.327,12.35,-28.665,35.129,10.115,1.15,-12.346,24.864,4.902
"Congo, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,11.752,-4.823,0.985,0.459,-0.197,9.211,7.986,-6.614,6.306,11.637,9.931,2.206,9.947,-0.712,6.717,-3.551,-4.994,-5.595,-2.304,1.124,-6.268,1.057,1.799,1.977,2.112,2.654,2.834
"Comoros, Union of the","Gross domestic product (GDP), Constant prices, Percent change",Annual,-1.007,5.42,4.598,1.934,3.1,5.665,-1.755,0.804,3.965,3.241,3.778,4.144,3.168,4.466,2.107,1.147,3.32,3.816,3.642,1.761,-0.196,2,2.603,2.995,3.339,3.777,4.022
Chad,"Current account balance (credit less debit), Percent of GDP",Annual,-10.479,-22.94,-64.833,-33.761,-11.676,-5.507,-3.163,6.347,3.226,-3.944,-2.853,-0.156,-1.972,-3.602,-1.962,-4.542,-4.085,-5.74,-3.955,-3.002,-2.505,-0.535,6.344,1.592,1.047,-2.275,-2.927
"Comoros, Union of the","Gross capital formation, Percent of GDP",Annual,13.839,13.735,14.341,14.459,14.536,15.272,15.686,16.887,19.249,17.991,18.175,16.021,16.152,16.356,15.203,13.759,13.144,14.278,15.947,16.473,17.916,16.312,12.535,7.992,7.049,4.607,2.27
Chad,"Gross capital formation, Percent of GDP",Annual,20.744,36.929,62.509,55.433,33.264,29.259,37.746,27.831,27.861,27.083,31.606,34.154,40.586,36.634,39.782,36.758,28.541,32.953,35.271,33.625,32.787,33.081,28.667,30.872,27.167,27.003,26.978
"Congo, Republic of","Gross national savings, Percent of GDP",Annual,48.427,28.932,34.305,44.628,39.867,32.005,42.939,37.053,49.533,40.192,54.044,50.017,57.46,57.835,54.628,40.415,26.015,39.46,48.016,37.579,36.293,34.982,43.425,32.101,27.221,23.009,22.657
"Congo, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,4.582,8.496,6.217,4.076,-2.17,17.581,12.276,8.228,-7.95,34.151,21.024,-7.795,-12.036,4.15,33.262,45.275,-0.525,-34.717,-22.719,-7.146,-20.66,-4.088,9.526,16.181,8.362,11.336,8.267
Chad,"Gross debt, General government, Percent of GDP",Annual,52.407,43.514,41.959,34.424,25.157,21.958,20.078,17.643,15.663,23.867,22.856,22.323,19.968,22.285,29.444,31.301,40.113,39.179,33.786,38.409,41.72,41.563,32.09,32.23,32.659,31.531,32.475
Cabo Verde,"Gross capital formation, Percent of GDP",Annual,21.004,21.309,25.606,39.804,40.25,40.022,39.397,47.271,45.936,41.36,44.957,44.912,35.204,29.987,34.996,29.711,28.555,29.283,27.486,23.449,28.891,27.75,25.744,23.218,22.224,22.143,21.767
"Comoros, Union of the","All Items, Consumer price index (CPI), Period average, percent change",Annual,5.9,5.571,3.578,3.713,4.496,3.007,3.389,4.486,4.816,4.789,3.899,2.231,5.91,0.416,-0.008,0.941,0.802,0.092,1.702,3.701,0.8,-0.015,12.444,8.482,5.048,3.3,1.862
Central African Republic,"Current account balance (credit less debit), Percent of GDP",Annual,-1.457,-1.856,-1.66,-2.129,-1.706,-6.235,-2.872,-6.025,-9.71,-8.705,-9.418,-6.819,-5.585,-2.935,-12.315,-8.277,-4.931,-7.384,-7.656,-4.552,-7.907,-10.777,-12.61,-8.815,-9.083,-7.095,-4.051
Cameroon,"Gross national savings, Percent of GDP",Annual,13.263,13.384,13.45,14.74,16.784,16.907,19.028,19.133,17.599,16.736,16.096,15.567,15.116,15.268,15.242,14.316,16.454,16.29,15.71,14.401,13.512,13.931,15.609,15.37,16.826,17.763,18.431
Cabo Verde,"All Items, Consumer price index (CPI), Period average, percent change",Annual,-2.403,3.674,1.918,1.188,-1.891,0.434,4.842,4.4,6.774,1.005,2.074,4.473,2.543,1.506,-0.238,0.143,-1.436,0.783,1.275,1.106,0.605,1.863,7.93,3.717,1,1.5,2
Burundi,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,5.901,8.967,-14.017,38.555,-11.685,24.653,-20.639,21.323,16.101,-20.627,16.901,5.532,2.205,37.327,-12.715,-7.099,27.722,29.969,13.224,-15.813,-15.416,6.545,-1.447,17.409,-27.601,59.188,7.995
Cameroon,"Gross debt, General government, Percent of GDP",Annual,75.881,62.182,56.6,51.521,51.728,43.843,18.354,13.804,11.153,11.256,13.989,15.864,14.874,17.472,20.707,31.62,32.108,36.539,38.335,41.597,44.858,47.154,45.579,43.148,42.83,37.916,36.325
Cameroon,"Current account balance (credit less debit), Percent of GDP",Annual,-2.132,-3.175,-3.552,-3.75,-2.213,-2.537,0.925,1.195,-1.629,-4.025,-3.113,-2.446,-3.168,-3.345,-3.852,-3.643,-3.069,-2.632,-3.524,-4.273,-3.701,-3.985,-3.387,-4.096,-3.148,-3.361,-3.881
Cameroon,"Gross domestic product (GDP), Constant prices, Percent change",Annual,3.363,3.356,4.847,4.994,6.561,1.218,3.524,4.1,2.858,2.619,2.935,3.484,4.508,4.987,5.779,5.6,4.479,3.541,4.022,3.422,0.539,3.039,3.737,3.248,3.459,3.796,4.075
Cabo Verde,"Gross national savings, Percent of GDP",Annual,15.808,14.986,17.67,31.598,29.758,37.583,35.277,36.871,37.439,33.244,34.584,34.072,29.04,28.787,26.651,29.114,28.061,25.504,25.584,25.99,17.763,17.624,19.176,16.224,26.028,21.271,19.433
Cameroon,"Gross capital formation, Percent of GDP",Annual,17.192,18.774,19.441,18.095,18.868,18.671,17.776,18.378,19.754,18.56,18.228,18.732,18.001,18.652,19.728,18.25,19.818,19.445,19.538,18.935,17.743,18.127,19.107,19.517,20.714,21.124,22.312
Burundi,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,4.135,5.949,13.796,20.886,24.094,57.96,13.298,42.299,-17.997,-7.423,66.795,-17.772,7.981,3.692,-5.49,-29.333,10.246,10.92,14.698,45.58,-17.437,4.981,8.218,12.601,-8.584,23.662,12.658
Cabo Verde,Unemployment rate,Annual,20,21,20.5,20,19.5,21.4,13.5,15.2,13,13,10.7,12.2,16.8,16.4,15.8,12.4,15,12.2,12.2,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
Central African Republic,"Gross debt, General government, Percent of GDP",Annual,94.679,103.115,98.518,95.886,99.724,102.962,46.75,47.851,35.766,20.3,19.883,19.686,31.533,51.79,57.526,54.357,49.285,47.381,47.868,44.888,42.767,46.94,49.913,55.641,60.659,57.143,52.541
Burundi,"Gross capital formation, Percent of GDP",Annual,20,20,20,20,20,18.36,17.216,14.831,12.422,15.173,15.926,15.432,14.855,15.355,18.286,17.286,17.786,18.286,18.786,19.286,19.93,21.769,20.936,22.32,19.586,19.226,18.763
Burundi,"Gross domestic product (GDP), Constant prices, Percent change",Annual,1.781,1.665,2.353,2.469,3.766,4.37,5.414,3.452,4.862,3.813,5.124,4.033,4.447,4.924,4.241,-3.9,-0.6,0.5,1.61,1.842,0.335,3.119,1.827,2.659,3.549,4.398,4.05
Cabo Verde,"Gross debt, General government, Percent of GDP",Annual,71.943,62.158,64.658,65.582,67.847,66.713,66.203,59.601,57.493,58.788,73.513,71.559,82.937,93.523,105.696,115.745,115.632,112.994,112.282,109.761,144.284,149.522,127.599,117.516,111.23,106.018,100.997
Cameroon,"All Items, Consumer price index (CPI), Period average, percent change",Annual,1.245,4.45,2.817,0.63,0.25,1.993,4.906,1.125,5.338,3.04,1.279,2.955,2.384,2.05,1.855,2.678,0.873,0.641,1.064,2.456,2.451,2.262,6.252,7.386,4.508,3.683,3.3
Cabo Verde,"Gross domestic product (GDP), Constant prices, Percent change",Annual,7.267,6.138,5.3,7.502,4.927,5.81,9.118,15.2,7.039,-1.504,1.836,3.925,1.084,0.632,0.697,0.936,4.281,4.551,3.707,6.948,-20.805,7.034,15.844,4.795,7.244,5.186,4.836
Burundi,"Gross national savings, Percent of GDP",Annual,13.824,16.871,8.585,6.91,13.745,13.695,-4.071,-17.58,2.601,8.861,3.688,0.959,-4.893,-5.258,2.44,5.757,6.726,6.511,5.969,7.716,8.775,9.125,4.142,7.535,10.997,12.475,12.914
Benin,"Gross domestic product (GDP), Constant prices, Percent change",Annual,5.858,5.333,4.643,3.444,4.43,1.713,3.944,5.986,4.897,2.319,2.114,2.964,4.811,7.191,6.358,1.778,3.34,5.626,6.579,7.09,3.791,7.155,6.253,6.353,7.453,7.041,6.722
"Congo, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,5.787,-18.664,13.914,-6.583,-12.897,24.303,10.243,-16.14,-5.584,21.938,7.269,-3.328,-11.213,-8.302,3.434,-1.36,59.677,-4.624,-3.772,-10.648,-17.126,4.211,-0.888,-0.945,-4.819,-2.341,0.868
"Equatorial Guinea, Republic of","Gross debt, General government, Percent of GDP",Annual,36.627,25.477,19.447,6.775,4.538,2.849,1.22,0.754,0.488,4.337,7.894,7.17,7.097,6.272,12.56,31.657,41.139,36.235,40.569,43.189,49.386,42.293,29.759,39.085,36.436,36.601,38.097
"Congo, Democratic Republic of the","Gross capital formation, Percent of GDP",Annual,5.966,5.127,5.247,9.989,9.197,17.038,5.498,5.155,4.619,11.139,27.224,20.026,11.689,13.838,15.778,16.561,12.188,12.375,12.467,13.359,11.496,13.927,11.879,15.662,13.757,14.353,14.767
"Congo, Democratic Republic of the","Gross domestic product (GDP), Constant prices, Percent change",Annual,-8.136,-2.1,2.948,6.633,7.661,9.804,5.109,8.53,7.402,0.565,7.843,7.593,8.669,9.624,7.302,6.36,0.394,3.658,4.825,4.485,1.671,1.726,9.22,8.483,6.462,5.28,5.284
"Congo, Democratic Republic of the","Gross national savings, Percent of GDP",Annual,8.087,10.394,11.543,15.481,12.988,6.197,6.742,9.16,4.625,5.835,15.399,17.477,8.572,9.807,15.527,13.256,8.317,9.229,8.985,10.175,9.469,12.91,6.985,9.459,9.818,11.092,12.683
"Congo, Republic of","Gross capital formation, Percent of GDP",Annual,30.95,30.145,28.533,30.945,26.666,25.938,28.283,61.054,42.071,54.295,47.19,36.842,43.817,47.064,53.586,79.401,71.267,45.894,29.527,25.9,23.732,22.157,26.394,27.364,27.146,28.874,29.619
"Comoros, Union of the","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-9.175,6.591,10.78,10.64,4.962,6.246,6.97,0.502,14.939,10.743,1.855,0.031,3.48,7.034,-3.857,-4.171,9.354,3.845,8.641,0.101,1.562,8.616,-1.533,10.403,-0.809,-0.82,0.614
"Comoros, Union of the","Current account balance (credit less debit), Percent of GDP",Annual,-0.138,1.847,0.387,-0.926,-2.438,-3.375,-3.248,-2.897,-6.059,-4.09,-0.255,-3.613,-3.246,-4.044,-3.778,-0.256,-4.371,-2.248,-2.978,-3.455,-1.809,-0.32,-0.429,-1.504,-2.161,-2.224,-3.194
Chad,"All Items, Consumer price index (CPI), Period average, percent change",Annual,3.823,12.431,5.192,-1.753,-4.803,4.449,9.64,-7.44,8.333,10.103,-2.11,2.029,7.517,0.223,-5.498,4.833,-1.613,-0.912,4.027,-0.971,4.474,-0.795,5.832,2.3,5.1,3.992,3.558
Central African Republic,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,12.252,-1.704,5.01,-26.615,2.579,-6.075,0.888,5.321,-12.378,-13.61,9.368,4.305,7.543,-21.323,13.112,0.55,15.251,1.133,6.912,-2.734,1.712,-6.698,-0.621,6.649,8.504,7.177,4.553
"Comoros, Union of the","Gross national savings, Percent of GDP",Annual,13.7,15.582,14.728,13.533,12.098,11.898,12.438,13.991,13.19,13.901,17.919,12.409,12.906,12.312,11.425,13.503,8.773,12.03,12.968,13.018,16.107,15.992,12.106,6.487,4.888,2.384,-0.924
Central African Republic,"Gross national savings, Percent of GDP",Annual,9.097,7.141,8.016,4.334,4.899,3.103,6.85,4.313,2.72,4.082,4.218,4.781,8.906,5.584,3.579,4.943,8.405,5.879,8.43,9.732,10.563,4.862,2.214,6.162,6.579,9.04,12.464
Chad,"Gross national savings, Percent of GDP",Annual,10.265,13.989,-2.324,21.672,21.589,23.752,34.583,34.178,31.087,23.138,28.752,33.997,38.614,33.033,37.82,32.216,24.455,27.214,31.316,30.623,30.281,32.546,35.011,32.464,28.214,24.729,24.051
Central African Republic,"All Items, Consumer price index (CPI), Period average, percent change",Annual,3.365,4.083,2.266,4.386,-2.593,2.879,6.888,0.867,9.25,3.581,1.486,1.194,5.889,3.971,17.775,1.403,4.946,4.18,1.612,2.752,0.881,4.259,5.579,2.98,1.475,4.569,3.282
"Congo, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,17.478,-1.213,5.772,13.683,13.201,6.067,13.87,-24,7.462,-14.103,6.854,13.175,13.644,10.77,1.042,-38.986,-45.252,-6.434,18.489,11.679,12.561,12.824,17.031,4.737,0.075,-5.865,-6.962
Chad,"Gross domestic product (GDP), Constant prices, Percent change",Annual,-0.88,11.658,8.491,14.722,33.629,7.498,-0.518,4.356,3.108,-1.338,13.794,4.554,8.905,2.925,2.315,3.15,-3.651,-2.089,5.239,5.874,0.033,1.974,4.668,4.978,3.501,3.341,3.566
"Comoros, Union of the","Gross debt, General government, Percent of GDP",Annual,60.706,52.96,48.168,44.447,42.397,39.894,38.479,35.616,33.217,31.73,30.459,27.668,25.073,10.277,11.823,14.274,16.162,18.934,17.022,21.229,24.316,26.276,28.177,28.705,32.158,30.246,32.579
Central African Republic,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-2.735,-6.508,-14.692,-23.34,6.675,-1.414,-1.362,8.581,-2.361,11.828,11.657,-14.949,8.478,-28.762,80.043,26.364,12.163,-1.54,0.081,6.868,5.919,-10.868,-3.984,1.347,7.018,5.462,2.733
"Congo, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,0.5,0.844,2.985,1.69,3.67,2.466,4.658,2.595,6.02,4.339,0.391,1.761,5.009,4.631,0.912,3.168,3.191,0.449,1.153,0.4,1.373,1.969,3.026,4.31,3.073,3.6,3.2
"Comoros, Union of the","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,11.241,-22.051,9.252,-17.267,21.807,21.027,6.52,5.742,-3.103,-4.739,14.004,-1.837,-10.382,20.061,24.162,-7.418,-1.712,2.069,12.876,-0.459,-48.689,85.548,58.911,-17.893,-5.752,7.532,4.514
"Eritrea, The State of","Current account balance (credit less debit), Percent of GDP",Annual,-21.079,-24.775,-0.07,-2.348,-0.869,0.432,-4.631,-7.897,-7.642,-11.319,-11.42,12.796,12.441,2.278,17.689,22.392,13.433,24.756,15.514,12.988,,,,,,,
Central African Republic,"Gross capital formation, Percent of GDP",Annual,10.555,8.997,9.676,6.463,6.605,9.338,9.722,10.338,12.429,12.786,13.636,11.599,14.491,8.519,15.894,13.22,13.335,13.263,16.086,14.283,18.47,15.639,14.824,14.977,15.662,16.136,16.514
"Eritrea, The State of","Gross domestic product (GDP), Constant prices, Percent change",Annual,-12.355,8.755,3.005,-2.656,1.452,2.574,-0.969,1.427,-19.436,12.179,10.853,25.71,1.886,-10.456,30.934,-20.621,7.391,-10.015,13.032,3.836,,,,,,,
Gabon,"Gross national savings, Percent of GDP",Annual,37.621,39.538,38.317,40.447,39.039,45.66,41.223,46.723,48.5,34.551,42.509,46.658,43.317,42.298,42.545,37.127,30.683,29.242,34.156,34.554,29.556,36.964,40.866,41.844,39.412,35.414,34.165
"Ethiopia, The Federal Democratic Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,0.662,-8.238,1.654,17.762,3.221,11.656,13.558,17.245,44.371,8.479,8.134,33.232,24.132,8.071,7.404,9.569,6.628,10.687,13.833,15.81,20.354,26.794,33.938,30.219,21.045,13.046,9.436
"Gambia, The","Gross domestic product (GDP), Constant prices, Percent change",Annual,5.525,5.753,-3.247,6.874,7.046,-2.352,-0.556,3.043,6.256,6.666,5.908,-8.13,5.242,2.873,-1.407,4.058,1.943,4.823,7.235,6.222,0.591,5.256,5.493,5.038,5.334,6.012,5.096
Gabon,"All Items, Consumer price index (CPI), Period average, percent change",Annual,0.504,2.136,0.164,2.105,0.408,1.171,-1.406,5.029,5.263,1.885,1.447,1.262,2.683,0.48,4.512,-0.143,2.086,2.652,4.777,2.022,1.703,1.077,4.25,3.634,1.164,1.366,2.465
"Ethiopia, The Federal Democratic Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-2.473,-1.352,-4.011,-1.212,-3.777,-7.374,-11.71,-6.156,-5.643,-8.164,-4.471,-0.674,-6.559,-5.939,-7.916,-11.476,-10.908,-8.457,-6.525,-5.328,-4.6,-3.192,-4.316,-2.924,-4.233,-2.878,-2.592
"Equatorial Guinea, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,,,,,,,,16.66,7.85,-9.732,-20.244,-5.675,-1.125,-2.397,-4.251,-16.435,-25.982,-7.837,-2.713,-7.541,-0.837,5.688,6.571,-3.494,-3.264,-3.044,-3.814
"Eritrea, The State of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-28.317,40.06,-28.448,10.891,-3.271,-19.903,-35.169,-29.104,-20.541,51.989,-5.382,-12.809,5.103,2.117,27.855,6.396,-11.422,-3.285,11.736,3.701,,,,,,,
Benin,"All Items, Consumer price index (CPI), Period average, percent change",Annual,4.21,3.981,2.422,1.507,0.883,5.364,3.787,1.294,7.402,0.936,2.143,2.733,6.744,0.428,-0.551,0.219,-0.794,1.769,0.849,-0.916,3.033,1.734,1.351,2.731,1.165,2.1,2
"Congo, Democratic Republic of the","Gross debt, General government, Percent of GDP",Annual,134.982,185.411,136.042,114.464,164.086,111.998,107.549,85.089,80.301,91.617,31.796,29.321,25.128,23.828,22.774,25.483,32.979,23.18,19.288,19.393,23.697,25.264,23.783,26.979,22.547,19.07,14.647
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,110.505,60.023,19.621,14.455,30.391,8.21,6.501,15.282,17.799,1.343,-8.924,6.524,8.313,-4.133,0.415,-9.11,-8.816,-5.668,-6.237,-5.482,-4.791,0.86,3.224,-5.089,0.882,-1.625,0.461
Benin,"Current account balance (credit less debit), Percent of GDP",Annual,-2.295,-2.045,-3.742,-6.206,-4.669,-3.444,-3.088,-6.546,-5.499,-6.69,-5.567,-4.833,-5.178,-5.379,-6.668,-5.964,-2.997,-4.158,-4.525,-3.917,-1.746,-4.154,-5.687,-8.176,-6.602,-5.546,-4.975
Benin,"Gross national savings, Percent of GDP",Annual,12.482,15.025,9.924,8.958,10.55,8.642,9.786,9.83,8.242,8.175,10.041,11.629,10.098,13.482,12.589,14.768,17.275,15.328,16.528,17.778,23.887,24.697,25.461,26.355,28.461,28.289,29.559
"Equatorial Guinea, Republic of","Gross national savings, Percent of GDP",Annual,51.667,-27.535,-19.62,16.721,17.843,22.488,48.11,45.557,36.746,19.165,8.652,23.222,27.771,26.499,24.646,12.461,2.915,21.06,26.183,21.355,28.06,34.584,35.467,25.403,25.632,25.852,25.083
"Congo, Democratic Republic of the","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-1.31,-22.968,41.015,110.31,-2.083,-0.906,-3.798,53.328,11.152,-5.9,42.949,0.249,-14.459,20.358,12.779,-19.282,16.938,-0.705,14.176,-17.016,48.438,32.609,28.362,6.456,9.81,5.365,5.547
Benin,"Gross debt, General government, Percent of GDP",Annual,39.592,37.987,30.768,23.381,21.51,26.978,8.366,14.286,18.307,18.748,21,21.86,19.54,18.504,22.282,30.9,35.923,39.384,40.828,40.375,46.142,50.288,54.187,54.904,53.435,50.741,49.586
Benin,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,37.519,-2.272,14.595,39.962,-8.42,2.52,16.305,44.38,4.951,-3.876,4.101,-14.411,18.204,27.747,13.618,-7.69,22.494,3.787,3.81,-11.872,3.94,-4.231,-15.331,24.508,5.845,24.548,20.022
"Equatorial Guinea, Republic of","Gross capital formation, Percent of GDP",Annual,60.229,52.688,55.424,43.724,35.037,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897,28.897
"Congo, Democratic Republic of the","Current account balance (credit less debit), Percent of GDP",Annual,1.027,3.808,4.797,5.32,2.042,0.992,0.334,2.83,-0.622,-5.915,-9.719,-4.852,-4.198,-8.908,-4.492,-3.69,-3.871,-3.146,-3.481,-3.184,-2.027,-1.018,-4.894,-6.204,-3.939,-3.261,-2.084
Benin,"Gross capital formation, Percent of GDP",Annual,16.008,17.753,14.834,15.164,15.219,12.086,12.873,16.377,13.74,14.866,15.608,16.462,15.276,18.862,19.257,20.732,20.272,19.486,21.053,21.695,25.634,28.851,31.148,34.531,35.062,33.835,34.534
"Eritrea, The State of","Gross debt, General government, Percent of GDP",Annual,219.102,238.566,243.438,263.987,193.512,205.371,199.046,201.28,259.667,207.054,201.787,171.569,171.577,232.428,204.483,271.409,251.228,290.386,267.092,260.393,,,,,,,
"Congo, Democratic Republic of the","All Items, Consumer price index (CPI), Period average, percent change",Annual,550,357.28,25.316,12.817,4.001,21.545,12.845,16.672,17.966,46.101,23.461,14.95,0.857,0.876,1.24,0.738,3.193,35.734,29.266,4.705,11.358,8.989,9.266,19.894,17.653,8.809,7.142
"Congo, Democratic Republic of the","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,6.132,-19.493,82.472,14.747,2.739,0.538,-9.401,74.008,11.126,-0.5,39.926,12.739,0.137,26.663,5.869,-3.137,19.65,-30.421,14.401,-10.359,-7.585,12.348,26.39,19.016,11.393,2.362,8.5
"Gambia, The","All Items, Consumer price index (CPI), Period average, percent change",Annual,0.851,4.492,8.61,17.032,14.287,4.959,2.056,5.37,4.451,4.554,5.049,4.796,4.645,5.241,6.262,6.808,7.225,8.049,6.521,7.116,5.931,7.37,11.513,16.966,11.564,7.488,4.9
Guinea-Bissau,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,21.655,10.315,-11.709,-2.191,11.11,14.451,-12.394,17.776,0.981,19.392,-7.451,40.971,-13.336,5.143,8.027,6.699,0.806,6.392,35.527,13.527,-13.785,25.48,-19.104,16.831,7.983,-1.267,2.697
Guinea,"Gross domestic product (GDP), Constant prices, Percent change",Annual,2.503,3.658,5.165,1.249,2.34,2.997,2.497,6.512,4.142,-1.538,4.219,5.614,5.913,3.946,3.697,3.826,10.821,10.3,6.358,5.617,4.704,5.583,3.972,6.242,6.073,7.207,10.479
Guinea,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-2.786,-1.517,3.318,0.396,2.384,-1.621,12.652,14.147,7.983,-24.369,26.274,35.731,15.04,-17.423,14.11,1.382,107.036,-4.004,17.075,-5.008,82.122,-38.911,-6.31,16.103,20.161,17.502,-3.775
Ghana,"Gross capital formation, Percent of GDP",Annual,32.184,32.826,26.946,30.309,38.654,39.845,36.187,34.605,37.737,36.036,45.718,23.201,31.185,24.772,27.165,27.71,25.456,19.566,21.709,18.647,18.224,17.037,15.522,9.9,9.957,10.522,12.578
Guinea,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,0.97,7.936,4.202,0.987,-4.519,5.57,-0.93,3.512,4.165,11.229,-11.583,-10.064,2.417,-7.037,5.644,11.443,10.27,22.143,8.88,-6.545,3.474,24.058,-9.415,20.531,8.926,4.675,9.006
Ghana,"Gross national savings, Percent of GDP",Annual,29.395,30.772,26.804,31.685,36.785,36.192,33.296,29.278,30.079,33.05,40.063,17.024,22.847,15.664,20.327,22.893,20.749,16.848,19.198,17.389,16.737,15.299,13.681,8.548,11.434,12.79,14.687
Gabon,"Gross capital formation, Percent of GDP",Annual,21.593,29.238,31.982,28.685,27.141,24.705,26.617,24.659,23.906,27.961,25.441,32.355,31.806,33.986,36.438,36.147,36.097,29.948,27.009,29.954,30.053,33.499,29.942,33.798,35.454,33.639,34.51
"Gambia, The","Gross debt, General government, Percent of GDP",Annual,73.25,75.23,93.875,91.694,81.303,82.596,87.344,38.023,39.528,38.868,42.949,49.241,49.492,58.244,71.086,69.369,80.662,86.979,83.596,82.967,85.888,83.113,83.863,80.239,79.957,74.433,69.981
"Ethiopia, The Federal Democratic Republic of","Gross capital formation, Percent of GDP",Annual,20.217,21.528,22.838,21.006,25.05,22.384,23.914,20.781,21.244,24.677,25.524,32.108,37.098,34.081,37.982,39.417,37.349,38.444,34.163,35.264,30.752,28.025,25.342,22.169,20.395,22.785,26.292
Gabon,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-17.424,-2.371,9.007,-2.257,2.185,1.691,17.019,-17.378,18.226,34.353,-6.84,7.332,-3.723,18.853,4.012,17.688,7.49,-11.372,-15.491,10.814,3.827,-6.948,-12.066,2.134,24.608,6.865,8.958
"Eritrea, The State of","Gross capital formation, Percent of GDP",Annual,15.456,20.753,18.476,24.103,12.181,25.56,17.23,15.879,18.159,12.524,18.173,12.846,10.226,10.854,7.384,10.284,6.926,8.657,2.927,5.006,,,,,,,
"Eritrea, The State of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,22.511,-3.823,7.163,-28.238,9.1,3.3,14.61,-16.795,-34.228,2.769,2.233,501.7,0.05,-58.545,163.921,-35.77,-33.96,68.592,24.424,29.801,,,,,,,
"Gambia, The","Current account balance (credit less debit), Percent of GDP",Annual,-3.435,-3.297,-3.683,-4.626,-2.72,-6.283,-4.296,-5.18,-7.563,-7.783,-10.049,-7.437,-4.478,-6.738,-7.339,-9.888,-9.221,-7.374,-9.491,-6.149,-5.787,-4.185,-4.226,-5.635,-6.719,-4.943,-4.59
"Eritrea, The State of","All Items, Consumer price index (CPI), Period average, percent change",Annual,19.947,14.625,16.877,22.669,25.111,12.506,7.707,9.409,22.168,33.852,10.297,5.887,6.035,6.274,8.36,28.483,-5.577,-13.306,-14.401,1.3,,,,,,,
Gabon,"Current account balance (credit less debit), Percent of GDP",Annual,18.549,10.3,6.34,11.764,11.903,20.944,14.606,22.061,24.597,6.597,17.054,14.305,11.51,8.312,6.107,0.98,-5.414,-0.706,7.144,4.6,-0.496,3.463,10.923,8.046,3.958,1.775,-0.345
"Gambia, The","Structural balance, General government, Percent",Annual,0.073,-6.215,0.528,-1.65,-2.229,-3.583,-2.933,0.408,-0.616,-2.414,-4.287,-2.284,-2.898,-5.394,-6.218,-5.297,-5.893,-4.105,-4.263,-3.429,-2.109,-4.661,-5.724,-3.665,-4.055,-1.153,-0.638
"Ethiopia, The Federal Democratic Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,6.372,-0.127,6.378,5.026,8.471,41.341,17.426,2.531,21.122,30.392,22.106,-3.441,27.782,1.057,15.832,33.444,14.458,-3.747,-4.706,-8.785,-4.584,-1.34,7.192,-5.489,12.329,9.02,2.527
